title,manufacturer,year,price,location,hours,wear_score,value_score,source
2015 National NBT40 (Unit 2),National,2015,200000.0,"Gardena, CA",0,51.0,11.200000000000001,Combined Listings With Depreciation
2015 Demag AC100-L,Demag,2015,350000.0,TBD,0,51.0,11.200000000000001,Combined Listings With Depreciation
2008 Grove TMS9000E,Grove,2008,225000.0,Michigan,0,52.2,11.424,Combined Listings With Depreciation
Shuttlelift 3340B 10.5,Unknown,2004,65000.0,Carney ,1949.0,52.498000000000005,10.804080000000003,Combined Listings With Depreciation
Manitou MT10055,Unknown,2013,65000.0,Carney,0,54.2,10.72,Combined Listings With Depreciation
Link-Belt RTC-80100II,Link-Belt,2008,525000.0,Carney,6815.0,55.830000000000005,11.3748,Combined Listings With Depreciation
Shuttlelift 5560B,Unknown,2004,55000.0,Carney,3850.0,56.300000000000004,10.652000000000001,Combined Listings With Depreciation
2005/2006 Terex T340-1XL (2 units),Terex,2005,150000.0,Texas,0,57.0,10.56,Combined Listings With Depreciation
Terex RT335-1,Terex,2006,0,Carney ,0,55.400000000000006,8.678400000000002,Combined Listings With Depreciation
Link-Belt RTC-8040SII,Link-Belt,2001,270000.0,Carney,2839.0,59.078,10.012880000000003,Combined Listings With Depreciation
Grove RT750,Grove,0,0,TBD,8000.0,61.0,8.985600000000002,Combined Listings With Depreciation
Link-Belt RTC-8030,Link-Belt,2002,35000.0,Carney,5159.0,62.118,10.06728,Combined Listings With Depreciation
2008 Link-Belt HTC-3200,Link-Belt,2008,425000.0,TBD,0,62.2,9.520000000000001,Combined Listings With Depreciation
Link-Belt RTC-8090,Link-Belt,2007,290000.0,Carney,0,63.8,9.280000000000001,Combined Listings With Depreciation
2007 Link-Belt LS348,Link-Belt,2007,950000.0,Florida,0,63.8,9.280000000000001,Combined Listings With Depreciation
1999 Liebherr LTM1120-1,Liebherr,1999,200000.0,"Ottawa, Canada",0,65,8.831999999999999,Combined Listings With Depreciation
2006 Link-Belt LS348,Link-Belt,2006,850000.0,"Dover, NJ",0,65.4,9.040000000000001,Combined Listings With Depreciation
1998 Manitowoc 777,Manitowoc,1998,0.0,New Jersey,0,65,6.8352,Combined Listings With Depreciation
Link-Belt HTC-8675LB,Link-Belt,2006,0,Carney,0,65.4,7.232000000000001,Combined Listings With Depreciation
Grove RT740,Grove,0,0,TBD,11052.0,67.104,8.751206400000001,Combined Listings With Depreciation
Link-Belt HTC-8650,Link-Belt,2005,0,Carney,0,67.0,7.040000000000001,Combined Listings With Depreciation
Link-Belt LS308HII,Link-Belt,2002,210000.0,Newark,11540.0,74.88,9.5568,Combined Listings With Depreciation
1970 American 5299,American,0,59500.0,"Ashland, VA",0,75.0,7.6000000000000005,Combined Listings With Depreciation
1974 American 7260,American,0,65000.0,Louisiana,0,75.0,7.6000000000000005,Combined Listings With Depreciation
1985 Galion 150A,Galion,1985,24500.0,"Ashland, VA",0,75,6.4,Combined Listings With Depreciation
1985 Galion 150FA,Galion,1985,34500.0,"Ashland, VA",0,75,6.4,Combined Listings With Depreciation
Trailer F484 Fontain,Unknown,0,0,TBD,0,75.0,6.080000000000001,Combined Listings With Depreciation
Trailer F484 Fontain,Unknown,0,0,TBD,0,75.0,6.080000000000001,Combined Listings With Depreciation
Misc Pile Driving Hammers & Power Backs,Unknown,0,0,TBD,0,75.0,6.080000000000001,Combined Listings With Depreciation
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
,Unknown,0,0,Unknown,0,75.0,6.080000000000001,Parsed Crane Sales Data
Link Belt HC218,Unknown,0,0,TBD,13325.0,81.65,7.1472000000000016,Combined Listings With Depreciation
2003 LS218,Unknown,2003,185000.0,TBD,18900.0,88.0,9.208,Combined Listings With Depreciation
1999 Link Belt LS218HII,Unknown,1999,185000.0,TBD,20000.0,95.0,8.16,Combined Listings With Depreciation
